country	year	ddd.per.thousand	sector	atc	notes
Ireland	2015	0.326	AC	Short-acting macrolides	NA
Italy	2015	0.112	AC	Short-acting macrolides	NA
Latvia	2015	0.075	AC	Short-acting macrolides	NA
Liechtenstein	2015	NA	AC	Short-acting macrolides	missing.data
Lithuania	2015	0.021	AC	Short-acting macrolides	NA
Luxembourg	2015	0.185	AC	Short-acting macrolides	NA
Malta	2015	0.147	AC	Short-acting macrolides	NA
Netherlands	2015	0.049	AC	Short-acting macrolides	NA
Norway	2015	0.601	AC	Short-acting macrolides	NA
Poland	2015	0.305	AC	Short-acting macrolides	NA
Portugal	2015	0.05	AC	Short-acting macrolides	NA
Romania	2015	0.246	AC	Short-acting macrolides	pc.hosp.total
Slovakia	2015	0.187	AC	Short-acting macrolides	NA
Slovenia	2015	0.11	AC	Short-acting macrolides	NA
Spain	2015	0.092	AC	Short-acting macrolides	NA
Sweden	2015	0.144	AC	Short-acting macrolides	NA
United Kingdom	2015	NA	AC	Short-acting macrolides	missing.data
Austria	2015	0.169	AC	Substances used for both HIV and hepatitis B treatment	NA
Belgium	2015	0.031	AC	Substances used for both HIV and hepatitis B treatment	NA
Bulgaria	2015	0.138	AC	Substances used for both HIV and hepatitis B treatment	NA
Croatia	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	reported.zero
Cyprus	2015	0.335	AC	Substances used for both HIV and hepatitis B treatment	pc.hosp.total
Czech Republic	2015	0.093	AC	Substances used for both HIV and hepatitis B treatment	NA
Denmark	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	reported.zero
Estonia	2015	0.001	AC	Substances used for both HIV and hepatitis B treatment	NA
Finland	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	reported.zero
France	2015	0.224	AC	Substances used for both HIV and hepatitis B treatment	NA
Germany	2015	0.176	AC	Substances used for both HIV and hepatitis B treatment	NA
Greece	2015	0.308	AC	Substances used for both HIV and hepatitis B treatment	NA
Hungary	2015	0.049	AC	Substances used for both HIV and hepatitis B treatment	NA
Iceland	2015	0.043	AC	Substances used for both HIV and hepatitis B treatment	NA
Ireland	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	missing.data
Italy	2015	0.009	AC	Substances used for both HIV and hepatitis B treatment	NA
Latvia	2015	0.109	AC	Substances used for both HIV and hepatitis B treatment	NA
Liechtenstein	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	missing.data
Lithuania	2015	0.018	AC	Substances used for both HIV and hepatitis B treatment	NA
Luxembourg	2015	0.112	AC	Substances used for both HIV and hepatitis B treatment	NA
Malta	2015	0.068	AC	Substances used for both HIV and hepatitis B treatment	NA
Netherlands	2015	0.162	AC	Substances used for both HIV and hepatitis B treatment	NA
Norway	2015	0.075	AC	Substances used for both HIV and hepatitis B treatment	NA
Poland	2015	0.001	AC	Substances used for both HIV and hepatitis B treatment	NA
Portugal	2015	0.002	AC	Substances used for both HIV and hepatitis B treatment	NA
Romania	2015	0.237	AC	Substances used for both HIV and hepatitis B treatment	pc.hosp.total
Slovakia	2015	0.13	AC	Substances used for both HIV and hepatitis B treatment	NA
Slovenia	2015	0.037	AC	Substances used for both HIV and hepatitis B treatment	NA
Spain	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	reported.zero
Sweden	2015	0.099	AC	Substances used for both HIV and hepatitis B treatment	NA
United Kingdom	2015	NA	AC	Substances used for both HIV and hepatitis B treatment	reported.zero
Austria	2015	0.048	AC	Substances used for the treatment of hepatitis B	NA
Belgium	2015	0.056	AC	Substances used for the treatment of hepatitis B	NA
Bulgaria	2015	0.054	AC	Substances used for the treatment of hepatitis B	NA
Croatia	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Cyprus	2015	0.048	AC	Substances used for the treatment of hepatitis B	pc.hosp.total
Czech Republic	2015	0.057	AC	Substances used for the treatment of hepatitis B	NA
Denmark	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Estonia	2015	0.001	AC	Substances used for the treatment of hepatitis B	NA
Finland	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
France	2015	0.158	AC	Substances used for the treatment of hepatitis B	NA
Germany	2015	0.107	AC	Substances used for the treatment of hepatitis B	NA
Greece	2015	0.054	AC	Substances used for the treatment of hepatitis B	NA
Hungary	2015	0.042	AC	Substances used for the treatment of hepatitis B	NA
Iceland	2015	0.015	AC	Substances used for the treatment of hepatitis B	NA
Ireland	2015	NA	AC	Substances used for the treatment of hepatitis B	missing.data
Italy	2015	0.001	AC	Substances used for the treatment of hepatitis B	NA
Latvia	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Liechtenstein	2015	NA	AC	Substances used for the treatment of hepatitis B	missing.data
Lithuania	2015	0.001	AC	Substances used for the treatment of hepatitis B	NA
Luxembourg	2015	0.11	AC	Substances used for the treatment of hepatitis B	NA
Malta	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Netherlands	2015	0.099	AC	Substances used for the treatment of hepatitis B	NA
Norway	2015	0.046	AC	Substances used for the treatment of hepatitis B	NA
Poland	2015	0.005	AC	Substances used for the treatment of hepatitis B	NA
Portugal	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Romania	2015	0.464	AC	Substances used for the treatment of hepatitis B	pc.hosp.total
Slovakia	2015	0.104	AC	Substances used for the treatment of hepatitis B	NA
Slovenia	2015	0.134	AC	Substances used for the treatment of hepatitis B	NA
Spain	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Sweden	2015	0.059	AC	Substances used for the treatment of hepatitis B	NA
United Kingdom	2015	NA	AC	Substances used for the treatment of hepatitis B	reported.zero
Austria	2015	0.067	AC	Substances used for the treatment of hepatitis C antivirals	NA
Belgium	2015	0.005	AC	Substances used for the treatment of hepatitis C antivirals	NA
Bulgaria	2015	0.036	AC	Substances used for the treatment of hepatitis C antivirals	NA
Croatia	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Cyprus	2015	0.028	AC	Substances used for the treatment of hepatitis C antivirals	pc.hosp.total
Czech Republic	2015	0.082	AC	Substances used for the treatment of hepatitis C antivirals	NA
Denmark	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Estonia	2015	0.155	AC	Substances used for the treatment of hepatitis C antivirals	NA
Finland	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
France	2015	0.025	AC	Substances used for the treatment of hepatitis C antivirals	NA
Germany	2015	0.107	AC	Substances used for the treatment of hepatitis C antivirals	NA
Greece	2015	0.006	AC	Substances used for the treatment of hepatitis C antivirals	NA
Hungary	2015	0.001	AC	Substances used for the treatment of hepatitis C antivirals	NA
Iceland	2015	0.023	AC	Substances used for the treatment of hepatitis C antivirals	NA
Ireland	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	missing.data
Italy	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Latvia	2015	0.172	AC	Substances used for the treatment of hepatitis C antivirals	NA
Liechtenstein	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	missing.data
Lithuania	2015	0.086	AC	Substances used for the treatment of hepatitis C antivirals	NA
Luxembourg	2015	0.034	AC	Substances used for the treatment of hepatitis C antivirals	NA
Malta	2015	0.011	AC	Substances used for the treatment of hepatitis C antivirals	NA
Netherlands	2015	0.061	AC	Substances used for the treatment of hepatitis C antivirals	NA
Norway	2015	0.086	AC	Substances used for the treatment of hepatitis C antivirals	NA
Poland	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Portugal	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Romania	2015	0.117	AC	Substances used for the treatment of hepatitis C antivirals	pc.hosp.total
Slovakia	2015	0.061	AC	Substances used for the treatment of hepatitis C antivirals	NA
Slovenia	2015	0.037	AC	Substances used for the treatment of hepatitis C antivirals	NA
Spain	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Sweden	2015	0.104	AC	Substances used for the treatment of hepatitis C antivirals	NA
United Kingdom	2015	NA	AC	Substances used for the treatment of hepatitis C antivirals	reported.zero
Austria	2015	0.368	AC	Substances used for the treatment of herpetic infections	NA
Belgium	2015	0.02	AC	Substances used for the treatment of herpetic infections	NA
Bulgaria	2015	0.06	AC	Substances used for the treatment of herpetic infections	NA
Croatia	2015	0.116	AC	Substances used for the treatment of herpetic infections	NA
Cyprus	2015	0.19	AC	Substances used for the treatment of herpetic infections	pc.hosp.total
Czech Republic	2015	0.219	AC	Substances used for the treatment of herpetic infections	NA
Denmark	2015	0.496	AC	Substances used for the treatment of herpetic infections	NA
Estonia	2015	0.175	AC	Substances used for the treatment of herpetic infections	NA
Finland	2015	0.473	AC	Substances used for the treatment of herpetic infections	NA
France	2015	0.608	AC	Substances used for the treatment of herpetic infections	NA
Germany	2015	0.26	AC	Substances used for the treatment of herpetic infections	NA
Greece	2015	0.169	AC	Substances used for the treatment of herpetic infections	NA
Hungary	2015	0.124	AC	Substances used for the treatment of herpetic infections	NA
Iceland	2015	0.518	AC	Substances used for the treatment of herpetic infections	NA
Ireland	2015	NA	AC	Substances used for the treatment of herpetic infections	missing.data
Italy	2015	NA	AC	Substances used for the treatment of herpetic infections	reported.zero
Latvia	2015	0.07	AC	Substances used for the treatment of herpetic infections	NA
Liechtenstein	2015	NA	AC	Substances used for the treatment of herpetic infections	missing.data
Lithuania	2015	0.094	AC	Substances used for the treatment of herpetic infections	NA
Luxembourg	2015	0.349	AC	Substances used for the treatment of herpetic infections	NA
Malta	2015	0.147	AC	Substances used for the treatment of herpetic infections	NA
Netherlands	2015	0.249	AC	Substances used for the treatment of herpetic infections	NA
Norway	2015	0.244	AC	Substances used for the treatment of herpetic infections	NA
Poland	2015	0.307	AC	Substances used for the treatment of herpetic infections	NA
Portugal	2015	0.204	AC	Substances used for the treatment of herpetic infections	NA
Romania	2015	0.105	AC	Substances used for the treatment of herpetic infections	pc.hosp.total
Slovakia	2015	0.194	AC	Substances used for the treatment of herpetic infections	NA
Slovenia	2015	0.197	AC	Substances used for the treatment of herpetic infections	NA
Spain	2015	0.189	AC	Substances used for the treatment of herpetic infections	NA
Sweden	2015	0.43	AC	Substances used for the treatment of herpetic infections	NA
United Kingdom	2015	NA	AC	Substances used for the treatment of herpetic infections	reported.zero
Austria	2015	0.66	AC	Substances used for the treatment of HIV/AIDS	NA
Belgium	2015	1.33	AC	Substances used for the treatment of HIV/AIDS	NA
Bulgaria	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Croatia	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Cyprus	2015	0.72	AC	Substances used for the treatment of HIV/AIDS	pc.hosp.total
Czech Republic	2015	0.22	AC	Substances used for the treatment of HIV/AIDS	NA
Denmark	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Estonia	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Finland	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
France	2015	1.93	AC	Substances used for the treatment of HIV/AIDS	NA
Germany	2015	1.13	AC	Substances used for the treatment of HIV/AIDS	NA
Greece	2015	0.89	AC	Substances used for the treatment of HIV/AIDS	NA
Hungary	2015	0.14	AC	Substances used for the treatment of HIV/AIDS	NA
Iceland	2015	0.66	AC	Substances used for the treatment of HIV/AIDS	NA
Ireland	2015	NA	AC	Substances used for the treatment of HIV/AIDS	missing.data
Italy	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Latvia	2015	1.3	AC	Substances used for the treatment of HIV/AIDS	NA
Liechtenstein	2015	NA	AC	Substances used for the treatment of HIV/AIDS	missing.data
Lithuania	2015	0.28	AC	Substances used for the treatment of HIV/AIDS	NA
Luxembourg	2015	0.15	AC	Substances used for the treatment of HIV/AIDS	NA
Malta	2015	0.02	AC	Substances used for the treatment of HIV/AIDS	NA
Netherlands	2015	1.69	AC	Substances used for the treatment of HIV/AIDS	NA
Norway	2015	0.99	AC	Substances used for the treatment of HIV/AIDS	NA
Poland	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Portugal	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Romania	2015	1.1	AC	Substances used for the treatment of HIV/AIDS	pc.hosp.total
Slovakia	2015	0.14	AC	Substances used for the treatment of HIV/AIDS	NA
Slovenia	2015	0.23	AC	Substances used for the treatment of HIV/AIDS	NA
Spain	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Sweden	2015	1	AC	Substances used for the treatment of HIV/AIDS	NA
United Kingdom	2015	NA	AC	Substances used for the treatment of HIV/AIDS	reported.zero
Austria	2015	0.036	AC	Substances used for the treatment of influenza	NA
Belgium	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Bulgaria	2015	0.045	AC	Substances used for the treatment of influenza	NA
Croatia	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Cyprus	2015	0.007	AC	Substances used for the treatment of influenza	pc.hosp.total
Czech Republic	2015	0.001	AC	Substances used for the treatment of influenza	NA
Denmark	2015	0.002	AC	Substances used for the treatment of influenza	NA
Estonia	2015	0.035	AC	Substances used for the treatment of influenza	NA
Finland	2015	0.032	AC	Substances used for the treatment of influenza	NA
France	2015	0.052	AC	Substances used for the treatment of influenza	NA
Germany	2015	0.008	AC	Substances used for the treatment of influenza	NA
Greece	2015	0.083	AC	Substances used for the treatment of influenza	NA
Hungary	2015	0.003	AC	Substances used for the treatment of influenza	NA
Iceland	2015	0.021	AC	Substances used for the treatment of influenza	NA
Ireland	2015	NA	AC	Substances used for the treatment of influenza	missing.data
Italy	2015	0.001	AC	Substances used for the treatment of influenza	NA
Latvia	2015	0.271	AC	Substances used for the treatment of influenza	NA
Liechtenstein	2015	NA	AC	Substances used for the treatment of influenza	missing.data
Lithuania	2015	0.06	AC	Substances used for the treatment of influenza	NA
Luxembourg	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Malta	2015	0.001	AC	Substances used for the treatment of influenza	NA
Netherlands	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Norway	2015	0.004	AC	Substances used for the treatment of influenza	NA
Poland	2015	0.004	AC	Substances used for the treatment of influenza	NA
Portugal	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Romania	2015	0.006	AC	Substances used for the treatment of influenza	pc.hosp.total
Slovakia	2015	0.001	AC	Substances used for the treatment of influenza	NA
Slovenia	2015	0.008	AC	Substances used for the treatment of influenza	NA
Spain	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Sweden	2015	0.006	AC	Substances used for the treatment of influenza	NA
United Kingdom	2015	NA	AC	Substances used for the treatment of influenza	reported.zero
Austria	2015	0.366	AC	Third-generation quinolones	NA
Belgium	2015	0.959	AC	Third-generation quinolones	NA
Bulgaria	2015	0.142	AC	Third-generation quinolones	NA
Croatia	2015	0.055	AC	Third-generation quinolones	NA
Cyprus	2015	0.188	AC	Third-generation quinolones	pc.hosp.total
Czech Republic	2015	0.005	AC	Third-generation quinolones	NA
Denmark	2015	0.032	AC	Third-generation quinolones	NA
Estonia	2015	0.005	AC	Third-generation quinolones	NA
Finland	2015	0.06	AC	Third-generation quinolones	NA
France	2015	0.045	AC	Third-generation quinolones	NA
Germany	2015	0.132	AC	Third-generation quinolones	NA
Greece	2015	0.581	AC	Third-generation quinolones	NA
Hungary	2015	0.137	AC	Third-generation quinolones	NA
Iceland	2015	NA	AC	Third-generation quinolones	reported.zero
Ireland	2015	0.045	AC	Third-generation quinolones	NA
Italy	2015	0.259	AC	Third-generation quinolones	NA
Latvia	2015	0.002	AC	Third-generation quinolones	NA
Liechtenstein	2015	NA	AC	Third-generation quinolones	missing.data
Lithuania	2015	0.003	AC	Third-generation quinolones	NA
Luxembourg	2015	0.442	AC	Third-generation quinolones	NA
Malta	2015	0.015	AC	Third-generation quinolones	NA
Netherlands	2015	0.026	AC	Third-generation quinolones	NA
Norway	2015	0.007	AC	Third-generation quinolones	NA
Poland	2015	0.068	AC	Third-generation quinolones	NA
Portugal	2015	0.284	AC	Third-generation quinolones	NA
Romania	2015	0.057	AC	Third-generation quinolones	pc.hosp.total
Slovakia	2015	0.013	AC	Third-generation quinolones	NA
Slovenia	2015	0.127	AC	Third-generation quinolones	NA
Spain	2015	0.219	AC	Third-generation quinolones	NA
Sweden	2015	0.012	AC	Third-generation quinolones	NA
United Kingdom	2015	NA	AC	Third-generation quinolones	missing.data
